index,x,y,z
815,-7.2309,-8.6003,23.365
816,-7.3501,-8.8113,23.374
817,-7.4768,-9.024,23.406
818,-7.6052,-9.2291,23.457
819,-7.7396,-9.4336,23.53
820,-7.8793,-9.6362,23.623
821,-8.0238,-9.8354,23.739
822,-8.1644,-10.02,23.868
823,-8.3081,-10.199,24.017
824,-8.4541,-10.37,24.186
825,-8.6017,-10.534,24.373
826,-8.7422,-10.679,24.567
827,-8.8828,-10.814,24.777
828,-9.0225,-10.937,25.002
829,-9.1607,-11.048,25.242
830,-9.2919,-11.141,25.486
831,-9.42,-11.219,25.741
832,-9.5442,-11.282,26.005
833,-9.6637,-11.327,26.278
834,-9.7691,-11.354,26.536
835,-9.869,-11.365,26.798
836,-9.9629,-11.361,27.063
837,-10.05,-11.339,27.33
838,-10.127,-11.303,27.585
839,-10.196,-11.251,27.838
840,-10.258,-11.183,28.087
841,-10.311,-11.101,28.332
842,-10.356,-11.003,28.57
843,-10.391,-10.891,28.8
844,-10.418,-10.765,29.021
845,-10.434,-10.626,29.231
846,-10.441,-10.467,29.437
847,-10.438,-10.296,29.629
848,-10.423,-10.114,29.805
849,-10.398,-9.9222,29.965
850,-10.365,-9.7387,30.095
851,-10.323,-9.5492,30.21
852,-10.273,-9.3549,30.309
853,-10.214,-9.1569,30.391
854,-10.152,-8.9703,30.453
855,-10.084,-8.7825,30.501
856,-10.009,-8.5946,30.533
857,-9.9275,-8.4073,30.551
858,-9.8429,-8.2263,30.555
859,-9.7533,-8.0476,30.546
860,-9.6591,-7.8719,30.524
861,-9.5607,-7.7,30.488
862,-9.4582,-7.532,30.441
863,-9.3524,-7.3689,30.381
864,-9.2437,-7.2114,30.31
865,-9.1326,-7.06,30.228
866,-9.0168,-6.9115,30.133
867,-8.8993,-6.7702,30.028
868,-8.7808,-6.6364,29.913
869,-8.6617,-6.5104,29.79
870,-8.5373,-6.3875,29.652
871,-8.4133,-6.2735,29.506
872,-8.2901,-6.1684,29.353
873,-8.1681,-6.0725,29.193
874,-8.0409,-5.9807,29.017
875,-7.9161,-5.8991,28.835
876,-7.7941,-5.8276,28.647
877,-7.6754,-5.766,28.456
878,-7.552,-5.7106,28.246
879,-7.4332,-5.6663,28.032
880,-7.3196,-5.6328,27.816
881,-7.2114,-5.6098,27.599
882,-7.0994,-5.5962,27.36
883,-6.9947,-5.5945,27.12
884,-6.8976,-5.6042,26.881
885,-6.8083,-5.6248,26.644
886,-6.7163,-5.6612,26.377
887,-6.6349,-5.7108,26.113
888,-6.5644,-5.773,25.855
889,-6.5048,-5.8472,25.603
890,-6.4479,-5.9517,25.31
891,-6.4068,-6.072,25.028
892,-6.3817,-6.2075,24.761
893,-6.3724,-6.3574,24.507
894,-6.3776,-6.5067,24.29
895,-6.3957,-6.6672,24.087
896,-6.4265,-6.8383,23.9
897,-6.47,-7.0195,23.73
898,-6.5221,-7.1988,23.586
899,-6.5849,-7.3863,23.459
900,-6.6582,-7.5813,23.35
901,-6.7418,-7.7835,23.259
902,-6.8355,-7.9927,23.188
903,-6.9389,-8.2076,23.137
904,-7.0516,-8.4276,23.107
905,-7.1732,-8.6517,23.1
906,-7.2999,-8.8729,23.115
907,-7.4341,-9.0959,23.152
908,-7.5755,-9.3196,23.212
909,-7.7233,-9.5426,23.296
910,-7.8695,-9.7528,23.399
911,-8.0204,-9.9597,23.523
912,-8.1754,-10.162,23.67
913,-8.3337,-10.358,23.838
914,-8.4847,-10.534,24.016
915,-8.6373,-10.702,24.214
916,-8.7905,-10.86,24.429
917,-8.9437,-11.006,24.663
918,-9.0884,-11.132,24.9
919,-9.2313,-11.245,25.152
920,-9.3717,-11.344,25.417
921,-9.5087,-11.426,25.694
922,-9.6332,-11.488,25.963
923,-9.7531,-11.533,26.24
924,-9.8678,-11.562,26.524
925,-9.9764,-11.572,26.812
926,-10.072,-11.566,27.085
927,-10.161,-11.543,27.36
928,-10.243,-11.504,27.634
929,-10.317,-11.447,27.906
930,-10.381,-11.376,28.168
931,-10.437,-11.289,28.425
932,-10.484,-11.186,28.676
933,-10.522,-11.068,28.918
934,-10.551,-10.933,29.155
935,-10.569,-10.783,29.381
936,-10.577,-10.62,29.594
937,-10.574,-10.445,29.792
938,-10.561,-10.26,29.974
939,-10.538,-10.065,30.139
940,-10.503,-9.8622,30.287
941,-10.459,-9.6518,30.418
942,-10.41,-9.4554,30.52
943,-10.353,-9.2554,30.607
944,-10.288,-9.0529,30.678
945,-10.216,-8.8489,30.733
946,-10.14,-8.6539,30.771
947,-10.058,-8.4594,30.794
948,-9.9708,-8.2664,30.802
949,-9.8778,-8.0756,30.797
950,-9.7808,-7.8898,30.778
951,-9.6794,-7.7078,30.745
952,-9.5739,-7.5301,30.7
953,-9.4649,-7.3575,30.643
954,-9.3512,-7.1882,30.573
955,-9.2348,-7.0251,30.491
956,-9.1162,-6.8687,30.398
957,-8.9958,-6.7194,30.295
958,-8.87,-6.573,30.178
959,-8.7433,-6.4348,30.051
960,-8.6162,-6.305,29.915
961,-8.4893,-6.184,29.771
962,-8.3565,-6.0663,29.612
963,-8.2249,-5.9583,29.445
964,-8.0949,-5.8601,29.271
965,-7.9669,-5.7717,29.092
966,-7.8333,-5.6882,28.894
967,-7.703,-5.6154,28.692
968,-7.5764,-5.5534,28.485
969,-7.4541,-5.5017,28.275
970,-7.3269,-5.4574,28.045
971,-7.2054,-5.4246,27.812
972,-7.09,-5.4031,27.578
973,-6.9809,-5.3924,27.343
974,-6.8683,-5.3928,27.084
975,-6.7641,-5.4054,26.826
976,-6.6686,-5.4299,26.57
977,-6.582,-5.4656,26.317
978,-6.4922,-5.5212,26.026
979,-6.415,-5.591,25.74
980,-6.3505,-5.6742,25.462
981,-6.2987,-5.7704,25.192
982,-6.2538,-5.9001,24.886
983,-6.2267,-6.0464,24.593
984,-6.2171,-6.2084,24.318
985,-6.2248,-6.3856,24.06
986,-6.2446,-6.5457,23.858
987,-6.2762,-6.7157,23.671
988,-6.3196,-6.8952,23.5
989,-6.3746,-7.0838,23.345
990,-6.4386,-7.2751,23.212
991,-6.5132,-7.4741,23.096
992,-6.5979,-7.6805,22.998
993,-6.6925,-7.8937,22.92
994,-6.7997,-8.1189,22.86
995,-6.9168,-8.3498,22.822
996,-7.0434,-8.5857,22.807
997,-7.179,-8.8255,22.817
998,-7.3197,-9.0623,22.849
999,-7.4681,-9.3005,22.906
1000,-7.6236,-9.5388,22.989
1001,-7.7857,-9.7758,23.096
1002,-7.9443,-9.9969,23.222
1003,-8.1074,-10.214,23.371
1004,-8.2744,-10.425,23.543
1005,-8.4443,-10.628,23.739
1006,-8.6048,-10.809,23.942
1007,-8.7664,-10.98,24.165
1008,-8.9282,-11.139,24.407
1009,-9.0893,-11.286,24.667
1010,-9.2406,-11.41,24.93
1011,-9.3897,-11.52,25.206
1012,-9.5355,-11.614,25.497
1013,-9.6773,-11.69,25.798
1014,-9.8039,-11.743,26.086
1015,-9.9255,-11.779,26.382
1016,-10.041,-11.798,26.683
1017,-10.15,-11.797,26.987
1018,-10.246,-11.78,27.276
1019,-10.335,-11.745,27.565
1020,-10.416,-11.692,27.853
1021,-10.489,-11.622,28.138
1022,-10.551,-11.536,28.412
1023,-10.605,-11.434,28.681
1024,-10.649,-11.316,28.941
1025,-10.684,-11.182,29.192
1026,-10.709,-11.03,29.438
1027,-10.723,-10.863,29.671
1028,-10.726,-10.682,29.89
1029,-10.717,-10.489,30.092
1030,-10.699,-10.291,30.273
1031,-10.67,-10.084,30.436
1032,-10.63,-9.8694,30.582
1033,-10.581,-9.648,30.709
1034,-10.527,-9.4406,30.81
1035,-10.464,-9.2299,30.894
1036,-10.394,-9.0172,30.962
1037,-10.317,-8.8034,31.013
1038,-10.236,-8.5981,31.048
1039,-10.148,-8.3938,31.067
1040,-10.055,-8.1914,31.072
1041,-9.9564,-7.9916,31.062
1042,-9.8535,-7.7967,31.039
1043,-9.7462,-7.6059,31.002
1044,-9.6348,-7.42,30.951
1045,-9.5198,-7.2394,30.889
1046,-9.3998,-7.0621,30.813
1047,-9.2771,-6.8915,30.725
1048,-9.1521,-6.728,30.626
1049,-9.0254,-6.572,30.516
1050,-8.8928,-6.4187,30.393
1051,-8.7594,-6.2741,30.259
1052,-8.6256,-6.1384,30.116
1053,-8.492,-6.0118,29.965
1054,-8.3521,-5.8885,29.797
1055,-8.2134,-5.7753,29.622
1056,-8.0764,-5.6723,29.441
1057,-7.9415,-5.5795,29.253
1058,-7.8005,-5.4914,29.046
1059,-7.6629,-5.4146,28.835
1060,-7.5292,-5.3487,28.619
1061,-7.3998,-5.2936,28.4
1062,-7.2652,-5.2458,28.16
1063,-7.1364,-5.2098,27.918
1064,-7.0138,-5.1853,27.674
1065,-6.8978,-5.1719,27.429
1066,-6.7778,-5.1693,27.16
1067,-6.6664,-5.1792,26.892
1068,-6.5638,-5.201,26.625
1069,-6.4703,-5.2341,26.361
1070,-6.373,-5.2863,26.059
1071,-6.2883,-5.3525,25.762
1072,-6.2163,-5.4321,25.472
1073,-6.157,-5.5245,25.19
1074,-6.1014,-5.6551,24.855
1075,-6.0649,-5.8035,24.535
1076,-6.0474,-5.9687,24.232
1077,-6.0486,-6.1502,23.947
1078,-6.0632,-6.3098,23.73
1079,-6.09,-6.4794,23.527
1080,-6.1286,-6.6588,23.339
1081,-6.1791,-6.8477,23.167
1082,-6.2381,-7.0371,23.018
1083,-6.3076,-7.2347,22.886
1084,-6.3873,-7.4399,22.77
1085,-6.477,-7.6526,22.673
1086,-6.5798,-7.8791,22.593
1087,-6.6927,-8.1123,22.534
1088,-6.8155,-8.3516,22.497
1089,-6.9477,-8.5961,22.483
1090,-7.0916,-8.8494,22.494
1091,-7.2445,-9.1059,22.531
1092,-7.4059,-9.3645,22.594
1093,-7.5752,-9.6236,22.685
1094,-7.743,-9.869,22.797
1095,-7.9166,-10.112,22.936
1096,-8.0955,-10.35,23.101
1097,-8.2786,-10.582,23.292
1098,-8.4511,-10.789,23.493
1099,-8.6257,-10.987,23.716
1100,-8.8016,-11.174,23.961
1101,-8.9778,-11.349,24.228
1102,-9.1419,-11.498,24.495
1103,-9.3044,-11.633,24.779
1104,-9.4646,-11.752,25.08
1105,-9.6215,-11.853,25.394
1106,-9.7633,-11.93,25.698
1107,-9.9005,-11.989,26.012
1108,-10.032,-12.028,26.334
1109,-10.158,-12.049,26.662
1110,-10.267,-12.049,26.97
1111,-10.37,-12.031,27.281
1112,-10.466,-11.994,27.592
1113,-10.553,-11.938,27.901
1114,-10.629,-11.867,28.198
1115,-10.696,-11.777,28.49
1116,-10.754,-11.67,28.775
1117,-10.802,-11.546,29.053
1118,-10.84,-11.404,29.323
1119,-10.867,-11.246,29.582
1120,-10.884,-11.073,29.828
1121,-10.889,-10.885,30.059
1122,-10.883,-10.682,30.277
1123,-10.866,-10.468,30.478
1124,-10.836,-10.242,30.659
1125,-10.796,-10.008,30.822
1126,-10.749,-9.7898,30.951
1127,-10.694,-9.5666,31.063
1128,-10.629,-9.3397,31.158
1129,-10.557,-9.1104,31.235
1130,-10.48,-8.8917,31.292
1131,-10.396,-8.673,31.334
1132,-10.306,-8.455,31.359
1133,-10.21,-8.2388,31.369
1134,-10.109,-8.0284,31.364
1135,-10.003,-7.8214,31.345
1136,-9.8925,-7.6185,31.311
1137,-9.7775,-7.4205,31.264
1138,-9.6574,-7.2261,31.203
1139,-9.5337,-7.0379,31.13
1140,-9.4071,-6.8563,31.044
1141,-9.278,-6.682,30.946
1142,-9.1429,-6.5103,30.835
1143,-9.0062,-6.3471,30.712
1144,-8.8684,-6.1925,30.579
1145,-8.7299,-6.0469,30.437
1146,-8.5848,-5.9041,30.279
1147,-8.4401,-5.7714,30.112
1148,-8.2963,-5.6488,29.938
1149,-8.1539,-5.5364,29.756
1150,-8.0046,-5.428,29.556
1151,-7.8579,-5.3308,29.35
1152,-7.7143,-5.2448,29.138
1153,-7.5743,-5.1696,28.922
1154,-7.428,-5.1005,28.685
1155,-7.2867,-5.0435,28.445
1156,-7.1508,-4.998,28.202
1157,-7.0207,-4.9637,27.957
1158,-6.8856,-4.9386,27.689
1159,-6.7582,-4.9258,27.42
1160,-6.6386,-4.9248,27.152
1161,-6.5271,-4.9351,26.885
1162,-6.4117,-4.9596,26.587
1163,-6.307,-4.997,26.293
1164,-6.2131,-5.0469,26.002
1165,-6.1302,-5.1085,25.717
1166,-6.0407,-5.203,25.363
1167,-5.9689,-5.3146,25.021
1168,-5.9148,-5.4426,24.69
1169,-5.878,-5.5863,24.374
1170,-5.8593,-5.7344,24.091
1171,-5.8555,-5.8953,23.822
1172,-5.8664,-6.0686,23.569
1173,-5.8918,-6.2539,23.332
1174,-5.9257,-6.4254,23.14
1175,-5.9703,-6.6056,22.961
1176,-6.0255,-6.7944,22.797
1177,-6.0911,-6.9915,22.649
1178,-6.1672,-7.1972,22.517
1179,-6.2533,-7.4107,22.403
1180,-6.3495,-7.6318,22.306
1181,-6.4553,-7.8599,22.229
1182,-6.5764,-8.106,22.17
1183,-6.7076,-8.3586,22.134
1184,-6.8487,-8.6171,22.122
1185,-6.9993,-8.8805,22.134
1186,-7.1638,-9.1554,22.175
1187,-7.3373,-9.4331,22.244
1188,-7.5194,-9.7117,22.343
1189,-7.7093,-9.9897,22.473
1190,-7.8937,-10.248,22.623
1191,-8.0835,-10.501,22.8
1192,-8.278,-10.749,23.006
1193,-8.4762,-10.987,23.24
1194,-8.6596,-11.196,23.478
1195,-8.8443,-11.393,23.738
1196,-9.0294,-11.577,24.021
1197,-9.214,-11.746,24.326
1198,-9.3846,-11.888,24.628
1199,-9.5527,-12.013,24.947
1200,-9.7175,-12.119,25.281
1201,-9.8777,-12.206,25.629
1202,-10.019,-12.266,25.956
1203,-10.156,-12.307,26.292
1204,-10.285,-12.328,26.635
1205,-10.408,-12.328,26.982
1206,-10.515,-12.309,27.309
1207,-10.615,-12.27,27.636
1208,-10.706,-12.211,27.961
1209,-10.789,-12.134,28.284
1210,-10.86,-12.039,28.594
1211,-10.921,-11.926,28.897
1212,-10.973,-11.794,29.192
1213,-11.014,-11.646,29.477
1214,-11.044,-11.478,29.755
1215,-11.063,-11.293,30.019
1216,-11.07,-11.093,30.268
1217,-11.066,-10.879,30.501
1218,-11.05,-10.659,30.709
1219,-11.022,-10.428,30.899
1220,-10.984,-10.188,31.07
1221,-10.934,-9.9409,31.221
1222,-10.879,-9.709,31.342
1223,-10.815,-9.4731,31.445
1224,-10.743,-9.2344,31.531
1225,-10.662,-8.9941,31.599
1226,-10.577,-8.7635,31.648
1227,-10.486,-8.5336,31.68
1228,-10.387,-8.3052,31.696
1229,-10.283,-8.0793,31.697
1230,-10.174,-7.8589,31.683
1231,-10.06,-7.6425,31.653
1232,-9.9411,-7.431,31.61
1233,-9.8181,-7.225,31.553
1234,-9.6895,-7.0225,31.482
1235,-9.5575,-6.8268,31.398
1236,-9.4227,-6.6384,31.301
1237,-9.2855,-6.4579,31.194
1238,-9.1418,-6.28,31.071
1239,-8.9967,-6.1111,30.937
1240,-8.8506,-5.9515,30.793
1241,-8.704,-5.8014,30.64
1242,-8.5502,-5.6541,30.47
1243,-8.3971,-5.5175,30.291
1244,-8.245,-5.3915,30.105
1245,-8.0946,-5.2762,29.911
1246,-7.9367,-5.165,29.699
1247,-7.7817,-5.0655,29.48
1248,-7.6301,-4.9776,29.256
1249,-7.4823,-4.901,29.028
1250,-7.3278,-4.8307,28.779
1251,-7.1787,-4.7727,28.526
1252,-7.0353,-4.7266,28.27
1253,-6.8979,-4.6919,28.013
1254,-6.7554,-4.6666,27.732
1255,-6.6209,-4.6538,27.451
1256,-6.4945,-4.6529,27.17
1257,-6.3765,-4.6634,26.89
1258,-6.2542,-4.6881,26.579
1259,-6.1429,-4.7259,26.271
1260,-6.0428,-4.7759,25.967
1261,-5.9539,-4.8377,25.668
1262,-5.8564,-4.9333,25.294
1263,-5.7773,-5.0462,24.931
1264,-5.7165,-5.1757,24.58
1265,-5.6737,-5.3209,24.243
1266,-5.6502,-5.4686,23.946
1267,-5.6416,-5.6288,23.662
1268,-5.6478,-5.8013,23.393
1269,-5.6686,-5.9859,23.139
1270,-5.6981,-6.1545,22.934
1271,-5.7381,-6.3318,22.742
1272,-5.7885,-6.5175,22.564
1273,-5.8491,-6.7117,22.4
1274,-5.9198,-6.9142,22.252
1275,-6.0006,-7.1248,22.12
1276,-6.0911,-7.3432,22.005
1277,-6.1913,-7.5692,21.908
1278,-6.3059,-7.8125,21.826
1279,-6.4306,-8.0633,21.766
1280,-6.5651,-8.321,21.728
1281,-6.7094,-8.5849,21.714
1282,-6.8761,-8.8768,21.726
1283,-7.0533,-9.1737,21.768
1284,-7.2405,-9.4744,21.841
1285,-7.4372,-9.7771,21.946
1286,-7.6347,-10.068,22.079
1287,-7.8396,-10.358,22.244
1288,-8.051,-10.643,22.441
1289,-8.268,-10.921,22.672
1290,-8.4676,-11.164,22.908
1291,-8.6699,-11.397,23.17
1292,-8.874,-11.618,23.46
1293,-9.0788,-11.824,23.775
1294,-9.2654,-11.997,24.085
1295,-9.4506,-12.154,24.414
1296,-9.6334,-12.293,24.762
1297,-9.8125,-12.411,25.127
1298,-9.9728,-12.5,25.476
1299,-10.128,-12.569,25.836
1300,-10.278,-12.616,26.205
1301,-10.42,-12.641,26.582
1302,-10.544,-12.644,26.933
1303,-10.661,-12.625,27.287
1304,-10.769,-12.586,27.642
1305,-10.869,-12.525,27.995
1306,-10.955,-12.446,28.332
1307,-11.033,-12.348,28.664
1308,-11.1,-12.23,28.989
1309,-11.157,-12.093,29.306
1310,-11.203,-11.937,29.614
1311,-11.238,-11.762,29.909
1312,-11.261,-11.571,30.191
1313,-11.272,-11.363,30.457
1314,-11.271,-11.138,30.71
1315,-11.257,-10.898,30.945
1316,-11.23,-10.646,31.159
1317,-11.191,-10.383,31.352
1318,-11.146,-10.138,31.507
1319,-11.09,-9.8873,31.644
1320,-11.025,-9.6318,31.761
1321,-10.95,-9.373,31.86
1322,-10.871,-9.1266,31.936
1323,-10.784,-8.8796,31.994
1324,-10.69,-8.6329,32.035
1325,-10.588,-8.3875,32.059
1326,-10.483,-8.149,32.067
1327,-10.371,-7.9136,32.058
1328,-10.253,-7.6823,32.035
1329,-10.131,-7.4558,31.996
1330,-10.003,-7.2333,31.943
1331,-9.8706,-7.0172,31.876
1332,-9.7346,-6.8078,31.795
1333,-9.5955,-6.6059,31.702
1334,-9.4498,-6.4067,31.594
1335,-9.3018,-6.2162,31.473
1336,-9.152,-6.0348,31.342
1337,-9.001,-5.8627,31.2
1338,-8.8423,-5.693,31.041
1339,-8.6834,-5.534,30.873
1340,-8.5247,-5.3855,30.696
1341,-8.3668,-5.2478,30.511
1342,-8.2008,-5.1133,30.306
1343,-8.0367,-4.9907,30.095
1344,-7.8751,-4.8797,29.877
1345,-7.7164,-4.7802,29.654
1346,-7.5499,-4.6859,29.409
1347,-7.3878,-4.6042,29.16
1348,-7.2305,-4.5346,28.907
1349,-7.0785,-4.4767,28.652
1350,-6.9201,-4.4267,28.373
1351,-6.7687,-4.3894,28.092
1352,-6.6244,-4.3642,27.811
1353,-6.4878,-4.3505,27.53
1354,-6.3462,-4.3482,27.221
1355,-6.2142,-4.3584,26.914
1356,-6.0921,-4.3807,26.609
1357,-5.9798,-4.4143,26.308
1358,-5.8612,-4.4672,25.96
1359,-5.7563,-4.5341,25.618
1360,-5.6652,-4.6141,25.283
1361,-5.5878,-4.7067,24.957
1362,-5.5267,-4.8059,24.653
1363,-5.4777,-4.9155,24.359
1364,-5.4408,-5.0353,24.073
1365,-5.4157,-5.1648,23.797
1366,-5.4024,-5.3038,23.531
1367,-5.4006,-5.4523,23.277
1368,-5.4102,-5.61,23.033
1369,-5.4311,-5.7768,22.803
1370,-5.4616,-5.9459,22.592
1371,-5.5021,-6.1232,22.395
1372,-5.5527,-6.3088,22.21
1373,-5.6131,-6.5026,22.04
1374,-5.6836,-6.7055,21.883
1375,-5.7638,-6.9165,21.741
1376,-5.8536,-7.1356,21.616
1377,-5.9529,-7.3625,21.508
1378,-6.0666,-7.6077,21.413
1379,-6.1904,-7.861,21.339
1380,-6.3241,-8.122,21.286
1381,-6.4675,-8.3901,21.256
1382,-6.6324,-8.6859,21.25
1383,-6.8081,-8.9884,21.272
1384,-6.994,-9.2963,21.325
1385,-7.1899,-9.6083,21.408
1386,-7.4032,-9.9349,21.529
1387,-7.6259,-10.262,21.687
1388,-7.8572,-10.587,21.881
1389,-8.096,-10.907,22.115
1390,-8.3143,-11.185,22.356
1391,-8.5367,-11.455,22.628
1392,-8.7621,-11.713,22.931
1393,-8.9895,-11.956,23.265
1394,-9.1929,-12.159,23.588
1395,-9.3957,-12.345,23.934
1396,-9.5968,-12.512,24.302
1397,-9.7949,-12.659,24.691
1398,-9.9732,-12.773,25.065
1399,-10.147,-12.866,25.453
1400,-10.315,-12.936,25.853
1401,-10.476,-12.982,26.263
1402,-10.615,-13,26.641
1403,-10.747,-12.997,27.023
1404,-10.87,-12.972,27.408
1405,-10.985,-12.923,27.794
1406,-11.085,-12.855,28.158
1407,-11.175,-12.766,28.518
1408,-11.256,-12.656,28.874
1409,-11.326,-12.524,29.222
1410,-11.384,-12.374,29.558
1411,-11.431,-12.204,29.882
1412,-11.466,-12.015,30.194
1413,-11.489,-11.808,30.492
1414,-11.5,-11.578,30.781
1415,-11.498,-11.331,31.051
1416,-11.482,-11.07,31.3
1417,-11.453,-10.795,31.528
1418,-11.415,-10.537,31.715
1419,-11.366,-10.271,31.882
1420,-11.306,-9.9982,32.029
1421,-11.236,-9.7205,32.156
1422,-11.162,-9.4577,32.256
1423,-11.078,-9.1929,32.337
1424,-10.987,-8.9274,32.4
1425,-10.887,-8.6623,32.445
1426,-10.783,-8.4054,32.472
1427,-10.673,-8.1509,32.482
1428,-10.556,-7.8997,32.476
1429,-10.433,-7.6529,32.453
1430,-10.305,-7.4107,32.415
1431,-10.171,-7.1744,32.362
1432,-10.034,-6.9446,32.295
1433,-9.8919,-6.7219,32.214
1434,-9.7437,-6.5022,32.117
1435,-9.5924,-6.291,32.008
1436,-9.4386,-6.0886,31.886
1437,-9.2828,-5.8956,31.753
1438,-9.1191,-5.7048,31.604
1439,-8.9545,-5.5246,31.443
1440,-8.7893,-5.3551,31.273
1441,-8.6242,-5.1963,31.094
1442,-8.4504,-5.0403,30.896
1443,-8.2778,-4.8963,30.69
1444,-8.1068,-4.7641,30.476
1445,-7.9381,-4.6437,30.256
1446,-7.7606,-4.5276,30.015
1447,-7.5866,-4.4242,29.768
1448,-7.4167,-4.3334,29.517
1449,-7.2514,-4.2546,29.262
1450,-7.0785,-4.1826,28.984
1451,-6.9117,-4.1236,28.703
1452,-6.7514,-4.077,28.42
1453,-6.5979,-4.0423,28.137
1454,-6.4388,-4.0172,27.827
1455,-6.2883,-4.0049,27.519
1456,-6.1468,-4.0045,27.211
1457,-6.0144,-4.0155,26.906
1458,-5.8763,-4.0406,26.565
1459,-5.75,-4.0785,26.228
1460,-5.6355,-4.1284,25.895
1461,-5.5329,-4.1897,25.568
1462,-5.4134,-4.2889,25.138
1463,-5.315,-4.4063,24.72
1464,-5.2373,-4.5409,24.315
1465,-5.18,-4.6919,23.925
1466,-5.1468,-4.8339,23.603
1467,-5.128,-4.9872,23.293
1468,-5.1233,-5.1517,22.997
1469,-5.1326,-5.3272,22.714
1470,-5.1513,-5.4854,22.484
1471,-5.1798,-5.6515,22.266
1472,-5.218,-5.8255,22.059
1473,-5.2657,-6.0075,21.864
1474,-5.3228,-6.1974,21.682
1475,-5.3893,-6.3952,21.513
1476,-5.4649,-6.601,21.358
1477,-5.5498,-6.8149,21.218
1478,-5.6475,-7.0453,21.089
1479,-5.7549,-7.2842,20.977
1480,-5.8719,-7.5315,20.884
1481,-5.9984,-7.7869,20.809
1482,-6.1438,-8.068,20.752
1483,-6.2996,-8.3575,20.719
1484,-6.4658,-8.6549,20.712
1485,-6.6422,-8.9594,20.731
1486,-6.8461,-9.299,20.784
1487,-7.0614,-9.6444,20.873
1488,-7.2875,-9.9938,20.998
1489,-7.5238,-10.345,21.161
1490,-7.7666,-10.692,21.361
1491,-8.0177,-11.035,21.602
1492,-8.2759,-11.371,21.883
1493,-8.5401,-11.697,22.206
1494,-8.7711,-11.965,22.517
1495,-9.0042,-12.221,22.859
1496,-9.2384,-12.46,23.23
1497,-9.4722,-12.679,23.631
1498,-9.6803,-12.857,24.014
1499,-9.8858,-13.014,24.418
1500,-10.088,-13.148,24.842
1501,-10.284,-13.257,25.283
1502,-10.455,-13.332,25.691
1503,-10.62,-13.383,26.11
1504,-10.778,-13.409,26.537
1505,-10.927,-13.41,26.971
1506,-11.056,-13.387,27.372
1507,-11.177,-13.341,27.775
1508,-11.288,-13.271,28.176
1509,-11.389,-13.177,28.575
1510,-11.476,-13.064,28.954
1511,-11.553,-12.929,29.326
1512,-11.618,-12.772,29.689
1513,-11.672,-12.594,30.04
1514,-11.714,-12.395,30.382
1515,-11.743,-12.175,30.708
1516,-11.759,-11.937,31.017
1517,-11.761,-11.682,31.307
1518,-11.751,-11.419,31.571
1519,-11.728,-11.142,31.813
1520,-11.692,-10.853,32.035
1521,-11.643,-10.555,32.233
1522,-11.587,-10.275,32.394
1523,-11.522,-9.9897,32.535
1524,-11.446,-9.7004,32.656
1525,-11.36,-9.4082,32.756
1526,-11.27,-9.1284,32.833
1527,-11.172,-8.8486,32.891
1528,-11.066,-8.5697,32.931
1529,-10.952,-8.2929,32.953
1530,-10.834,-8.0231,32.957
1531,-10.708,-7.7573,32.945
1532,-10.578,-7.4964,32.916
1533,-10.441,-7.2411,32.871
1534,-10.299,-6.99,32.811
1535,-10.151,-6.7461,32.736
1536,-10,-6.51,32.646
1537,-9.8459,-6.2822,32.544
1538,-9.6839,-6.0571,32.425
1539,-9.5193,-5.8416,32.293
1540,-9.3527,-5.6362,32.15
1541,-9.1846,-5.4412,31.996
1542,-9.0077,-5.2482,31.824
1543,-8.8303,-5.0669,31.642
1544,-8.653,-4.8973,31.451
1545,-8.4764,-4.7392,31.251
1546,-8.29,-4.584,31.031
1547,-8.1055,-4.4417,30.803
1548,-7.9234,-4.312,30.569
1549,-7.7441,-4.1946,30.33
1550,-7.5554,-4.082,30.067
1551,-7.371,-3.9827,29.8
1552,-7.1914,-3.8964,29.529
1553,-7.017,-3.8226,29.255
1554,-6.835,-3.7561,28.957
1555,-6.6598,-3.7028,28.657
1556,-6.4919,-3.6621,28.356
1557,-6.3315,-3.6333,28.055
1558,-6.1654,-3.6146,27.728
1559,-6.0087,-3.6085,27.402
1560,-5.8616,-3.6142,27.078
1561,-5.7243,-3.6309,26.756
1562,-5.5797,-3.6627,26.394
1563,-5.4478,-3.7071,26.036
1564,-5.3286,-3.7633,25.684
1565,-5.222,-3.8306,25.338
1566,-5.1226,-3.9134,24.978
1567,-5.037,-4.0073,24.626
1568,-4.9651,-4.1118,24.282
1569,-4.9065,-4.2265,23.948
1570,-4.861,-4.3511,23.623
1571,-4.8284,-4.4853,23.308
1572,-4.8084,-4.6289,23.004
1573,-4.8009,-4.7819,22.711
1574,-4.8044,-4.9267,22.458
1575,-4.8176,-5.0789,22.215
1576,-4.8401,-5.2387,21.982
1577,-4.8721,-5.406,21.76
1578,-4.9124,-5.5779,21.552
1579,-4.9616,-5.7573,21.355
1580,-5.0195,-5.9442,21.17
1581,-5.0861,-6.1388,20.997
1582,-5.1637,-6.3475,20.832
1583,-5.2504,-6.5645,20.681
1584,-5.3461,-6.7898,20.545
1585,-5.4508,-7.0235,20.425
1586,-5.5715,-7.2803,20.315
1587,-5.7022,-7.5464,20.225
1588,-5.8429,-7.8216,20.155
1589,-5.9934,-8.1057,20.107
1590,-6.1671,-8.4224,20.08
