index,x,y,z
18330,-0.37906,1.6314,22.723
18331,-0.30672,1.6187,22.5
18332,-0.23742,1.6071,22.279
18333,-0.17101,1.5969,22.06
18334,-0.10805,1.588,21.846
18335,-0.047631,1.5805,21.635
18336,0.010389,1.5743,21.426
18337,0.066142,1.5696,21.22
18338,0.11973,1.5662,21.016
18339,0.17131,1.5643,20.814
18340,0.22101,1.5638,20.614
18341,0.26894,1.5648,20.417
18342,0.31555,1.5673,20.22
18343,0.3606,1.5713,20.026
18344,0.4042,1.5768,19.833
18345,0.44647,1.5839,19.643
18346,0.48801,1.5927,19.453
18347,0.5284,1.603,19.264
18348,0.56771,1.615,19.078
18349,0.60607,1.6286,18.894
18350,0.64418,1.6441,18.709
18351,0.68149,1.6613,18.526
18352,0.71809,1.6803,18.345
18353,0.75407,1.7009,18.166
18354,0.79023,1.7238,17.986
18355,0.82592,1.7486,17.808
18356,0.86124,1.7752,17.632
18357,0.89626,1.8036,17.458
18358,0.93186,1.8347,17.282
18359,0.96732,1.8678,17.108
18360,1.0027,1.9029,16.937
18361,1.0382,1.9401,16.768
18362,1.0749,1.9807,16.596
18363,1.1118,2.0236,16.426
18364,1.149,2.0688,16.258
18365,1.1865,2.1164,16.093
18366,1.2265,2.169,15.922
18367,1.2671,2.2245,15.753
18368,1.3084,2.2827,15.587
18369,1.3504,2.3438,15.423
18370,1.3955,2.4112,15.254
18371,1.4417,2.4819,15.088
18372,1.489,2.5561,14.925
18373,1.5376,2.6339,14.765
18374,1.59,2.7194,14.6
18375,1.6441,2.8092,14.439
18376,1.6999,2.9032,14.281
18377,1.7576,3.0017,14.126
18378,1.8201,3.1098,13.968
18379,1.8849,3.2232,13.814
18380,1.9523,3.3421,13.664
18381,2.0222,3.4666,13.519
18382,2.0982,3.6029,13.372
18383,2.1774,3.7459,13.229
18384,2.2599,3.8959,13.092
18385,2.3461,4.0532,12.96
18386,2.4397,4.2249,12.829
18387,2.5377,4.4051,12.704
18388,2.6402,4.5942,12.586
18389,2.7474,4.7926,12.474
18390,2.8642,5.009,12.366
18391,2.9867,5.2363,12.266
18392,3.1152,5.4748,12.176
18393,3.25,5.7251,12.095
18394,3.3977,5.9994,12.021
18395,3.5529,6.2874,11.959
18396,3.7161,6.5898,11.91
18397,3.8876,6.9069,11.875
18398,4.079,7.2601,11.854
18399,4.2807,7.6309,11.851
18400,4.493,8.0199,11.867
18401,4.7165,8.4273,11.906
18402,4.9807,8.9062,11.976
18403,5.2601,9.4089,12.079
18404,5.5552,9.9353,12.216
18405,5.8666,10.485,12.393
18406,6.1734,11.02,12.596
18407,6.4952,11.575,12.84
18408,6.8321,12.147,13.128
18409,7.1843,12.734,13.464
18410,7.5204,13.284,13.816
18411,7.8691,13.843,14.214
18412,8.2302,14.408,14.661
18413,8.603,14.975,15.16
18414,8.9698,15.516,15.687
18415,9.3461,16.052,16.266
18416,9.7309,16.577,16.898
18417,10.123,17.088,17.586
18418,10.537,17.597,18.36
18419,10.955,18.076,19.194
18420,11.375,18.518,20.09
18421,11.796,18.915,21.045
18422,12.159,19.217,21.921
18423,12.517,19.473,22.837
18424,12.87,19.677,23.791
18425,13.213,19.824,24.778
18426,13.501,19.901,25.656
18427,13.779,19.927,26.551
18428,14.045,19.9,27.459
18429,14.297,19.817,28.376
18430,14.506,19.697,29.184
18431,14.7,19.53,29.991
18432,14.881,19.317,30.793
18433,15.045,19.057,31.586
18434,15.184,18.768,32.322
18435,15.308,18.438,33.044
18436,15.414,18.066,33.746
18437,15.502,17.655,34.426
18438,15.57,17.216,35.066
18439,15.62,16.743,35.678
18440,15.651,16.236,36.26
18441,15.662,15.699,36.807
18442,15.655,15.171,37.288
18443,15.629,14.62,37.735
18444,15.587,14.05,38.147
18445,15.526,13.463,38.523
18446,15.455,12.913,38.835
18447,15.37,12.354,39.114
18448,15.27,11.787,39.361
18449,15.156,11.215,39.575
18450,15.034,10.669,39.749
18451,14.901,10.123,39.893
18452,14.756,9.577,40.008
18453,14.599,9.0337,40.095
18454,14.436,8.509,40.153
18455,14.263,7.9897,40.185
18456,14.08,7.4773,40.192
18457,13.888,6.973,40.174
18458,13.689,6.4826,40.134
18459,13.483,6.0026,40.072
18460,13.269,5.5337,39.989
18461,13.048,5.077,39.885
18462,12.82,4.6317,39.763
18463,12.586,4.1999,39.622
18464,12.347,3.7825,39.465
18465,12.103,3.3797,39.292
18466,11.851,2.9871,39.102
18467,11.596,2.6103,38.899
18468,11.338,2.2495,38.683
18469,11.076,1.9048,38.455
18470,10.808,1.5706,38.213
18471,10.539,1.2531,37.961
18472,10.268,0.95221,37.701
18473,9.9968,0.66769,37.433
18474,9.7224,0.3966,37.156
18475,9.4484,0.14166,36.874
18476,9.1752,-0.097491,36.586
18477,8.9032,-0.32126,36.295
18478,8.6247,-0.53613,35.991
18479,8.3484,-0.73569,35.686
18480,8.0746,-0.92052,35.378
18481,7.8036,-1.0912,35.069
18482,7.47,-1.2852,34.683
18483,7.142,-1.4592,34.298
18484,6.82,-1.6146,33.914
18485,6.5046,-1.7523,33.531
18486,6.093,-1.9113,33.024
18487,5.6946,-2.0437,32.522
18488,5.3099,-2.1522,32.028
18489,4.9394,-2.2393,31.543
18490,4.6111,-2.3026,31.103
18491,4.2951,-2.3517,30.671
18492,3.9916,-2.3882,30.246
18493,3.7005,-2.4135,29.83
18494,3.4317,-2.4288,29.437
18495,3.1743,-2.4364,29.05
18496,2.9279,-2.4372,28.672
18497,2.6924,-2.4325,28.3
18498,2.4563,-2.4223,27.916
18499,2.2316,-2.4079,27.541
18500,2.018,-2.3902,27.172
18501,1.8152,-2.3698,26.811
18502,1.6084,-2.3459,26.429
18503,1.4131,-2.3206,26.056
18504,1.2288,-2.2946,25.69
18505,1.0548,-2.2686,25.331
18506,0.90329,-2.2451,25.006
18507,0.75974,-2.2224,24.687
18508,0.62377,-2.2008,24.374
18509,0.49498,-2.1806,24.065
18510,0.39555,-2.1655,23.819
18511,0.30036,-2.1517,23.576
18512,0.20922,-2.1391,23.337
18513,0.12191,-2.128,23.1
18514,0.041944,-2.1188,22.877
18515,-0.034868,-2.1111,22.657
18516,-0.1087,-2.1049,22.439
18517,-0.1797,-2.1003,22.225
18518,-0.24727,-2.0972,22.015
18519,-0.31239,-2.0958,21.807
18520,-0.37519,-2.0961,21.602
18521,-0.43582,-2.098,21.4
18522,-0.49439,-2.1017,21.2
18523,-0.55106,-2.1071,21.002
18524,-0.60596,-2.1142,20.807
18525,-0.65921,-2.1232,20.614
18526,-0.71129,-2.134,20.422
18527,-0.76194,-2.1467,20.232
18528,-0.81127,-2.1612,20.044
18529,-0.85941,-2.1777,19.858
18530,-0.90704,-2.1963,19.673
18531,-0.95366,-2.2168,19.49
18532,-0.99937,-2.2394,19.309
18533,-1.0443,-2.2639,19.13
18534,-1.0896,-2.2912,18.949
18535,-1.1343,-2.3207,18.77
18536,-1.1785,-2.3523,18.593
18537,-1.2223,-2.3861,18.419
18538,-1.268,-2.4241,18.239
18539,-1.3134,-2.4645,18.06
18540,-1.3587,-2.5075,17.885
18541,-1.404,-2.5531,17.711
18542,-1.4515,-2.6037,17.532
18543,-1.4993,-2.6572,17.356
18544,-1.5473,-2.7136,17.183
18545,-1.5957,-2.7731,17.012
18546,-1.6471,-2.8389,16.836
18547,-1.6992,-2.9081,16.663
18548,-1.752,-2.9808,16.493
18549,-1.8058,-3.0572,16.327
18550,-1.8634,-3.1413,16.155
18551,-1.9223,-3.2296,15.988
18552,-1.9825,-3.3223,15.824
18553,-2.0444,-3.4193,15.663
18554,-2.111,-3.526,15.499
18555,-2.1797,-3.6379,15.339
18556,-2.2505,-3.7552,15.184
18557,-2.3236,-3.8779,15.033
18558,-2.4029,-4.0127,14.88
18559,-2.4851,-4.1539,14.732
18560,-2.5704,-4.3018,14.589
18561,-2.6589,-4.4566,14.453
18562,-2.7553,-4.6265,14.316
18563,-2.8557,-4.8046,14.185
18564,-2.9603,-4.991,14.062
18565,-3.0694,-5.1861,13.946
18566,-3.1888,-5.4005,13.833
18567,-3.3135,-5.6251,13.73
18568,-3.4439,-5.8603,13.635
18569,-3.5802,-6.1065,13.551
18570,-3.7307,-6.3782,13.474
18571,-3.8884,-6.6629,13.41
18572,-4.0537,-6.9609,13.36
18573,-4.2268,-7.2726,13.324
18574,-4.4217,-7.6224,13.304
18575,-4.6265,-7.9887,13.303
18576,-4.8415,-8.3715,13.323
18577,-5.0672,-8.7712,13.366
18578,-5.3371,-9.2457,13.445
18579,-5.6217,-9.7417,13.558
18580,-5.9215,-10.259,13.71
18581,-6.2369,-10.796,13.902
18582,-6.5449,-11.313,14.122
18583,-6.8668,-11.846,14.384
18584,-7.2026,-12.391,14.691
18585,-7.5521,-12.947,15.047
18586,-7.8888,-13.471,15.423
18587,-8.2368,-13.998,15.847
18588,-8.5955,-14.526,16.32
18589,-8.9641,-15.05,16.845
18590,-9.3337,-15.556,17.412
18591,-9.7108,-16.049,18.031
18592,-10.094,-16.523,18.706
18593,-10.482,-16.975,19.435
18594,-10.86,-17.382,20.193
18595,-11.239,-17.755,21.001
18596,-11.616,-18.087,21.859
18597,-11.989,-18.371,22.763
18598,-12.311,-18.575,23.59
18599,-12.625,-18.732,24.447
18600,-12.931,-18.839,25.33
18601,-13.225,-18.891,26.235
18602,-13.464,-18.888,27.016
18603,-13.692,-18.841,27.805
18604,-13.908,-18.748,28.6
18605,-14.109,-18.607,29.395
18606,-14.279,-18.437,30.115
18607,-14.435,-18.225,30.83
18608,-14.576,-17.973,31.534
18609,-14.702,-17.68,32.225
18610,-14.807,-17.358,32.878
18611,-14.895,-17,33.511
18612,-14.966,-16.606,34.121
18613,-15.02,-16.178,34.707
18614,-15.054,-15.723,35.258
18615,-15.07,-15.239,35.778
18616,-15.067,-14.729,36.266
18617,-15.044,-14.194,36.719
18618,-15.008,-13.693,37.095
18619,-14.955,-13.177,37.44
18620,-14.887,-12.648,37.754
18621,-14.803,-12.108,38.034
18622,-14.712,-11.599,38.264
18623,-14.608,-11.085,38.466
18624,-14.49,-10.568,38.638
18625,-14.361,-10.049,38.781
18626,-14.225,-9.5503,38.891
18627,-14.078,-9.0537,38.976
18628,-13.921,-8.5605,39.034
18629,-13.754,-8.0724,39.067
18630,-13.58,-7.5984,39.076
18631,-13.397,-7.1317,39.061
18632,-13.207,-6.6736,39.025
18633,-13.009,-6.2251,38.967
18634,-12.803,-5.787,38.888
18635,-12.591,-5.3604,38.791
18636,-12.372,-4.946,38.675
18637,-12.149,-4.5444,38.541
18638,-11.917,-4.1511,38.389
18639,-11.68,-3.772,38.222
18640,-11.439,-3.4076,38.04
18641,-11.195,-3.0581,37.845
18642,-10.942,-2.7157,37.633
18643,-10.687,-2.3894,37.409
18644,-10.429,-2.079,37.174
18645,-10.17,-1.7847,36.93
18646,-9.9024,-1.4976,36.67
18647,-9.6341,-1.2272,36.401
18648,-9.366,-0.9731,36.126
18649,-9.0986,-0.7351,35.845
18650,-8.8245,-0.50636,35.55
18651,-8.5521,-0.29372,35.252
18652,-8.2819,-0.096675,34.949
18653,-8.0143,0.085347,34.645
18654,-7.7358,0.26141,34.322
18655,-7.461,0.42219,33.997
18656,-7.1904,0.56839,33.673
18657,-6.9242,0.70076,33.348
18658,-6.608,0.84376,32.955
18659,-6.2992,0.96883,32.564
18660,-5.9983,1.0773,32.176
18661,-5.7057,1.1703,31.79
18662,-5.3715,1.262,31.341
18663,-5.0495,1.336,30.897
18664,-4.7399,1.3941,30.459
18665,-4.4427,1.4381,30.028
18666,-4.1692,1.4685,29.62
18667,-3.9073,1.4887,29.22
18668,-3.6567,1.5,28.825
18669,-3.4175,1.5035,28.437
18670,-3.1843,1.5001,28.048
18671,-2.9626,1.4907,27.665
18672,-2.7519,1.4763,27.289
18673,-2.552,1.4577,26.919
18674,-2.3516,1.4342,26.534
18675,-2.1624,1.4077,26.156
18676,-1.9841,1.3789,25.785
18677,-1.8163,1.3485,25.421
18678,-1.6763,1.3208,25.104
18679,-1.5437,1.2925,24.792
18680,-1.4183,1.2641,24.485
18681,-1.2997,1.2358,24.182
18682,-1.1955,1.2098,23.905
18683,-1.0967,1.1843,23.632
18684,-1.003,1.1594,23.362
18685,-0.91424,1.1353,23.097
18686,-0.83475,1.1134,22.849
18687,-0.75919,1.0923,22.604
18688,-0.68739,1.0721,22.363
18689,-0.61915,1.053,22.124
18690,-0.55872,1.0361,21.905
18691,-0.50109,1.0201,21.688
18692,-0.44611,1.0051,21.473
18693,-0.39366,0.99112,21.261
18694,-0.34368,0.97817,21.051
18695,-0.29596,0.96626,20.843
18696,-0.25039,0.95539,20.638
18697,-0.20685,0.94559,20.435
18698,-0.16498,0.9368,20.233
18699,-0.12495,0.92911,20.033
18700,-0.086633,0.9225,19.835
18701,-0.049936,0.917,19.639
18702,-0.014335,0.91254,19.443
18703,0.019808,0.90921,19.249
18704,0.052589,0.90701,19.057
18705,0.084099,0.90593,18.867
18706,0.11494,0.90598,18.676
18707,0.14465,0.90719,18.487
18708,0.17331,0.90957,18.3
18709,0.20101,0.9131,18.115
18710,0.22838,0.9179,17.928
18711,0.25492,0.9239,17.743
18712,0.28069,0.93111,17.56
18713,0.30577,0.93952,17.379
18714,0.33083,0.9494,17.196
18715,0.35532,0.96054,17.014
18716,0.37932,0.97296,16.835
18717,0.40288,0.98667,16.658
18718,0.42672,1.0021,16.478
18719,0.45024,1.0189,16.3
18720,0.47352,1.037,16.124
18721,0.49662,1.0566,15.95
18722,0.52029,1.0782,15.773
18723,0.5439,1.1014,15.599
18724,0.56752,1.126,15.426
18725,0.59121,1.1523,15.256
18726,0.61578,1.181,15.082
18727,0.64055,1.2114,14.911
18728,0.66561,1.2436,14.742
18729,0.691,1.2775,14.575
18730,0.71759,1.3145,14.406
18731,0.74468,1.3534,14.239
18732,0.77233,1.3944,14.074
18733,0.80061,1.4376,13.911
18734,0.83043,1.4842,13.746
18735,0.86105,1.5333,13.584
18736,0.89257,1.5848,13.424
18737,0.92504,1.6389,13.266
18738,0.95937,1.697,13.107
18739,0.99486,1.7581,12.951
18740,1.0316,1.8221,12.797
18741,1.0697,1.8892,12.646
18742,1.1104,1.9619,12.492
18743,1.1528,2.0382,12.342
18744,1.1969,2.1182,12.194
18745,1.2427,2.2022,12.049
18746,1.2925,2.2938,11.902
18747,1.3444,2.3901,11.757
18748,1.3986,2.4912,11.616
18749,1.4553,2.5974,11.478
18750,1.5165,2.7125,11.34
18751,1.5806,2.8336,11.205
18752,1.6477,2.9609,11.074
18753,1.7181,3.0947,10.947
18754,1.7939,3.2391,10.821
18755,1.8734,3.3911,10.699
18756,1.9569,3.5509,10.583
18757,2.0447,3.7191,10.471
18758,2.1389,3.9,10.362
18759,2.238,4.0905,10.259
18760,2.3423,4.291,10.163
18761,2.452,4.5021,10.072
18762,2.57,4.7293,9.9874
18763,2.6944,4.9686,9.9101
18764,2.8253,5.2206,9.8412
18765,2.9632,5.4859,9.7814
18766,3.1129,5.7736,9.7299
18767,3.2708,6.0766,9.6895
18768,3.4373,6.3957,9.6613
18769,3.6129,6.7314,9.6462
18770,3.8077,7.1031,9.6459
18771,4.0135,7.4945,9.6628
18772,4.2309,7.9065,9.6988
18773,4.4603,8.3395,9.7557
18774,4.7316,8.8488,9.8464
18775,5.0195,9.3856,9.9687
18776,5.3246,9.9502,10.126
18777,5.6477,10.542,10.323
18778,5.9558,11.102,10.537
18779,6.2795,11.683,10.791
18780,6.6192,12.285,11.086
18781,6.9751,12.906,11.427
18782,7.3131,13.486,11.781
18783,7.6646,14.079,12.179
18784,8.0294,14.682,12.624
18785,8.4075,15.293,13.121
18786,8.7762,15.873,13.639
18787,9.1559,16.454,14.207
18788,9.5458,17.03,14.829
18789,9.9451,17.599,15.506
18790,10.354,18.155,16.241
18791,10.769,18.692,17.035
18792,11.191,19.203,17.889
18793,11.616,19.683,18.803
18794,12.034,20.114,19.755
18795,12.452,20.499,20.763
18796,12.867,20.832,21.824
18797,13.276,21.104,22.935
18798,13.632,21.288,23.959
18799,13.979,21.413,25.014
18800,14.314,21.473,26.096
18801,14.636,21.465,27.198
18802,14.893,21.401,28.132
18803,15.137,21.284,29.072
18804,15.366,21.112,30.014
18805,15.578,20.883,30.952
18806,15.758,20.623,31.803
18807,15.921,20.315,32.643
18808,16.067,19.959,33.468
18809,16.195,19.556,34.273
18810,16.3,19.125,35.024
18811,16.386,18.652,35.749
18812,16.453,18.141,36.445
18813,16.5,17.591,37.109
18814,16.526,17.02,37.723
18815,16.532,16.419,38.301
18816,16.518,15.789,38.84
18817,16.484,15.133,39.338
18818,16.436,14.525,39.75
18819,16.371,13.901,40.126
18820,16.289,13.265,40.465
18821,16.191,12.618,40.768
18822,16.085,12.007,41.016
18823,15.965,11.391,41.232
18824,15.832,10.773,41.415
18825,15.685,10.155,41.565
18826,15.531,9.5617,41.68
18827,15.367,8.9716,41.765
18828,15.191,8.3864,41.821
18829,15.004,7.8077,41.85
18830,14.811,7.248,41.851
18831,14.609,6.6974,41.828
18832,14.397,6.157,41.78
18833,14.178,5.628,41.709
18834,13.952,5.1149,41.617
18835,13.719,4.615,41.504
18836,13.479,4.129,41.371
18837,13.234,3.6577,41.22
18838,12.982,3.2011,41.052
18839,12.725,2.7603,40.868
18840,12.464,2.3357,40.668
18841,12.199,1.9274,40.455
18842,11.93,1.5352,40.23
18843,11.658,1.1598,39.993
18844,11.383,0.80124,39.745
18845,11.107,0.45947,39.489
18846,10.834,0.13952,39.228
18847,10.559,-0.16443,38.961
18848,10.284,-0.45259,38.687
18849,10.009,-0.72524,38.409
18850,9.7315,-0.98557,38.123
18851,9.4543,-1.2307,37.833
18852,9.178,-1.461,37.54
18853,8.9031,-1.677,37.245
18854,8.5381,-1.9441,36.848
18855,8.1769,-2.1874,36.449
18856,7.8202,-2.408,36.051
18857,7.4684,-2.6073,35.653
18858,7.0038,-2.8439,35.121
18859,6.5503,-3.0469,34.594
18860,6.109,-3.2193,34.075
18861,5.6805,-3.3639,33.564
18862,5.2541,-3.4866,33.048
18863,4.8425,-3.5858,32.543
18864,4.446,-3.6641,32.05
18865,4.0648,-3.7241,31.567
18866,3.7419,-3.7637,31.153
18867,3.431,-3.7924,30.747
18868,3.132,-3.8117,30.35
18869,2.8446,-3.8228,29.963
18870,2.5703,-3.8269,29.586
18871,2.3072,-3.8253,29.217
18872,2.0551,-3.8187,28.857
18873,1.8137,-3.8083,28.505
18874,1.5678,-3.7937,28.138
18875,1.3333,-3.7765,27.779
18876,1.1099,-3.7575,27.429
18877,0.89711,-3.7374,27.087
18878,0.71786,-3.7193,26.791
18879,0.54626,-3.7013,26.501
18880,0.38201,-3.6837,26.216
18881,0.22478,-3.6669,25.937
18882,0.074284,-3.6511,25.663
18883,-0.069799,-3.6367,25.394
18884,-0.20777,-3.6239,25.13
18885,-0.33993,-3.6129,24.87
18886,-0.45698,-3.6044,24.635
18887,-0.56957,-3.5978,24.403
18888,-0.67793,-3.5932,24.175
18889,-0.78228,-3.5906,23.95
18890,-0.87915,-3.5901,23.738
18891,-0.97269,-3.5917,23.528
18892,-1.0631,-3.5954,23.322
18893,-1.1506,-3.6014,23.118
18894,-1.2365,-3.6097,22.915
18895,-1.3197,-3.6205,22.715
18896,-1.4004,-3.6337,22.517
18897,-1.4789,-3.6493,22.323
18898,-1.5588,-3.6684,22.122
18899,-1.6366,-3.6904,21.925
18900,-1.7124,-3.7152,21.731
18901,-1.7863,-3.7429,21.539
18902,-1.8618,-3.7749,21.343
18903,-1.9356,-3.8101,21.15
18904,-2.008,-3.8486,20.961
18905,-2.0792,-3.8903,20.775
18906,-2.1523,-3.9374,20.584
18907,-2.2244,-3.9881,20.397
18908,-2.2958,-4.0425,20.214
18909,-2.3665,-4.1006,20.034
18910,-2.4399,-4.1653,19.851
18911,-2.5131,-4.2341,19.671
18912,-2.5861,-4.307,19.496
18913,-2.6592,-4.3842,19.325
18914,-2.7359,-4.4695,19.15
18915,-2.8131,-4.5595,18.98
18916,-2.891,-4.6543,18.814
18917,-2.9697,-4.7539,18.654
18918,-3.0533,-4.8636,18.491
18919,-3.1382,-4.9789,18.333
18920,-3.2247,-5.0996,18.181
18921,-3.3128,-5.2261,18.035
18922,-3.4075,-5.3652,17.888
18923,-3.5044,-5.5108,17.747
18924,-3.6039,-5.6629,17.614
18925,-3.706,-5.8217,17.488
18926,-3.8169,-5.9966,17.362
18927,-3.9312,-6.1792,17.246
18928,-4.0492,-6.3696,17.138
18929,-4.171,-6.5678,17.04
18930,-4.3048,-6.787,16.947
18931,-4.4434,-7.0153,16.865
18932,-4.587,-7.2528,16.796
18933,-4.7359,-7.4996,16.739
18934,-4.9018,-7.7748,16.693
18935,-5.0743,-8.0607,16.664
18936,-5.2535,-8.3572,16.652
18937,-5.4398,-8.6642,16.658
18938,-5.6528,-9.0135,16.688
18939,-5.8747,-9.3748,16.742
18940,-6.1057,-9.7476,16.823
18941,-6.3459,-10.131,16.932
18942,-6.6256,-10.572,17.09
18943,-6.9169,-11.024,17.287
18944,-7.2197,-11.484,17.527
18945,-7.5337,-11.951,17.812
18946,-7.8425,-12.398,18.126
18947,-8.1605,-12.845,18.485
18948,-8.487,-13.288,18.891
18949,-8.8211,-13.725,19.345
18950,-9.1647,-14.153,19.852
18951,-9.5134,-14.563,20.411
18952,-9.8656,-14.951,21.021
18953,-10.219,-15.31,21.681
18954,-10.524,-15.591,22.29
18955,-10.826,-15.842,22.935
18956,-11.124,-16.057,23.612
18957,-11.416,-16.233,24.32
18958,-11.665,-16.35,24.959
18959,-11.906,-16.432,25.616
18960,-12.137,-16.475,26.288
18961,-12.358,-16.476,26.972
18962,-12.542,-16.442,27.578
18963,-12.716,-16.373,28.188
18964,-12.877,-16.27,28.798
18965,-13.027,-16.13,29.405
18966,-13.154,-15.965,29.969
18967,-13.269,-15.768,30.526
18968,-13.37,-15.54,31.071
18969,-13.456,-15.28,31.603
18970,-13.526,-14.994,32.111
18971,-13.581,-14.679,32.601
18972,-13.619,-14.337,33.069
18973,-13.642,-13.969,33.513
18974,-13.647,-13.588,33.92
18975,-13.637,-13.186,34.301
18976,-13.61,-12.765,34.653
18977,-13.567,-12.328,34.976
18978,-13.513,-11.921,35.241
18979,-13.447,-11.504,35.48
18980,-13.367,-11.079,35.692
18981,-13.275,-10.649,35.878
18982,-13.176,-10.239,36.027
18983,-13.067,-9.8269,36.153
18984,-12.947,-9.4146,36.254
18985,-12.817,-9.0033,36.332
18986,-12.681,-8.6048,36.385
18987,-12.535,-8.21,36.415
18988,-12.382,-7.82,36.425
18989,-12.221,-7.4359,36.414
18990,-12.052,-7.0602,36.382
18991,-11.877,-6.6924,36.332
18992,-11.696,-6.3335,36.263
18993,-11.508,-5.9841,36.176
18994,-11.313,-5.6402,36.072
18995,-11.113,-5.3075,35.951
18996,-10.908,-4.9866,35.814
18997,-10.699,-4.6779,35.664
18998,-10.481,-4.3728,35.495
18999,-10.26,-4.0814,35.313
19000,-10.037,-3.8037,35.119
19001,-9.8119,-3.5399,34.914
19002,-9.5753,-3.2789,34.689
19003,-9.3381,-3.033,34.455
19004,-9.1008,-2.8022,34.211
19005,-8.8641,-2.5862,33.96
19006,-8.6141,-2.3731,33.686
19007,-8.3659,-2.176,33.406
19008,-8.12,-1.9944,33.121
19009,-7.8769,-1.8278,32.831
19010,-7.6206,-1.6658,32.516
19011,-7.3686,-1.5195,32.199
19012,-7.1214,-1.3884,31.879
19013,-6.8793,-1.2716,31.558
19014,-6.6281,-1.1622,31.215
19015,-6.3835,-1.0673,30.873
19016,-6.1458,-0.98586,30.53
19017,-5.9153,-0.91696,30.189
19018,-5.6828,-0.8575,29.835
19019,-5.4585,-0.8098,29.482
19020,-5.2426,-0.77293,29.132
19021,-5.0352,-0.74599,28.785
19022,-4.8216,-0.72716,28.415
19023,-4.618,-0.71789,28.049
19024,-4.4242,-0.71727,27.686
19025,-4.2403,-0.72445,27.329
19026,-4.0436,-0.74101,26.929
19027,-3.8591,-0.76555,26.535
19028,-3.6866,-0.79713,26.147
19029,-3.5257,-0.83493,25.764
19030,-3.3801,-0.87693,25.398
19031,-3.2448,-0.92353,25.038
19032,-3.1196,-0.9742,24.683
19033,-3.0041,-1.0285,24.334
19034,-2.9147,-1.0764,24.046
19035,-2.8316,-1.1264,23.762
19036,-2.7547,-1.1784,23.482
19037,-2.6837,-1.2321,23.205
19038,-2.6201,-1.2861,22.939
19039,-2.5617,-1.3415,22.677
19040,-2.5085,-1.3984,22.418
19041,-2.4602,-1.4567,22.162
19042,-2.4164,-1.5169,21.908
19043,-2.3772,-1.5785,21.657
19044,-2.3427,-1.6414,21.41
19045,-2.3125,-1.7057,21.166
19046,-2.2861,-1.773,20.92
19047,-2.264,-1.8419,20.678
19048,-2.2462,-1.9122,20.439
19049,-2.2324,-1.9842,20.203
19050,-2.2225,-2.0599,19.966
19051,-2.2166,-2.1374,19.732
19052,-2.2148,-2.2169,19.501
19053,-2.2168,-2.2984,19.275
19054,-2.2228,-2.3834,19.049
19055,-2.2326,-2.4707,18.828
19056,-2.2462,-2.5605,18.61
19057,-2.2635,-2.653,18.396
19058,-2.2854,-2.7521,18.178
19059,-2.3112,-2.8544,17.965
19060,-2.3409,-2.9601,17.756
19061,-2.3745,-3.0694,17.552
19062,-2.4144,-3.1896,17.34
19063,-2.4587,-3.3144,17.133
19064,-2.5073,-3.4439,16.932
19065,-2.5604,-3.5785,16.737
19066,-2.6235,-3.7315,16.53
19067,-2.6919,-3.8913,16.33
19068,-2.7658,-4.0582,16.137
19069,-2.8452,-4.2325,15.953
19070,-2.9436,-4.4426,15.75
19071,-3.0496,-4.6636,15.559
19072,-3.1636,-4.8963,15.379
19073,-3.2858,-5.1413,15.211
19074,-3.4516,-5.4675,15.019
19075,-3.6313,-5.8154,14.849
19076,-3.8259,-6.1863,14.703
19077,-4.0359,-6.5812,14.583
19078,-4.2707,-7.0172,14.49
19079,-4.5238,-7.4814,14.431
19080,-4.7961,-7.9746,14.409
19081,-5.0885,-8.4974,14.429
19082,-5.3678,-8.9904,14.486
19083,-5.6643,-9.5071,14.583
19084,-5.9785,-10.047,14.725
19085,-6.3109,-10.608,14.915
19086,-6.6161,-11.115,15.124
19087,-6.9354,-11.636,15.377
19088,-7.2686,-12.168,15.676
19089,-7.6155,-12.709,16.026
19090,-7.9473,-13.214,16.395
19091,-8.2899,-13.72,16.812
19092,-8.6426,-14.225,17.278
19093,-9.0045,-14.724,17.797
19094,-9.3698,-15.205,18.361
19095,-9.7417,-15.671,18.979
19096,-10.119,-16.116,19.651
19097,-10.499,-16.533,20.378
19098,-10.849,-16.885,21.09
19099,-11.197,-17.204,21.847
19100,-11.543,-17.482,22.646
19101,-11.884,-17.715,23.483
19102,-12.181,-17.879,24.258
19103,-12.47,-17.999,25.059
19104,-12.75,-18.07,25.88
19105,-13.018,-18.09,26.719
19106,-13.233,-18.064,27.439
19107,-13.438,-17.997,28.164
19108,-13.63,-17.887,28.891
19109,-13.809,-17.735,29.616
19110,-13.96,-17.555,30.281
19111,-14.098,-17.337,30.938
19112,-14.221,-17.082,31.583
19113,-14.328,-16.79,32.214
19114,-14.417,-16.469,32.813
19115,-14.489,-16.115,33.392
19116,-14.544,-15.728,33.948
19117,-14.582,-15.311,34.478
19118,-14.601,-14.873,34.972
19119,-14.603,-14.409,35.436
19120,-14.586,-13.922,35.868
19121,-14.552,-13.415,36.267
19122,-14.505,-12.943,36.595
19123,-14.443,-12.459,36.893
19124,-14.367,-11.965,37.161
19125,-14.276,-11.462,37.399
19126,-14.178,-10.986,37.593
19127,-14.069,-10.507,37.76
19128,-13.947,-10.025,37.899
19129,-13.814,-9.5442,38.012
19130,-13.674,-9.08,38.095
19131,-13.525,-8.6189,38.154
